iter	Logloss
219	0.111519266
220	0.1114759176
221	0.1114149196
222	0.1113732401
223	0.1113414478
224	0.111295058
225	0.1112522596
226	0.1112176706
227	0.1111698886
228	0.1111272003
229	0.1110923219
230	0.1110588306
231	0.1110211814
232	0.1109691557
233	0.1109244096
234	0.1108900982
235	0.1108525753
236	0.1108171849
237	0.1107823677
238	0.1107479804
239	0.1107160692
240	0.1106837878
241	0.1106501287
242	0.1106212097
243	0.1105952064
244	0.1105652611
245	0.1105349976
246	0.1105046729
247	0.1104736902
248	0.1104495927
249	0.1104221104
250	0.1104001059
251	0.1103807712
252	0.1103578598
253	0.1103313998
254	0.1103127718
255	0.1102889118
256	0.1102596292
257	0.1102379589
258	0.1102149667
259	0.1101894568
260	0.1101732089
261	0.1101564117
262	0.1101373151
263	0.1101128943
264	0.1100959535
265	0.1100746659
266	0.1100533413
267	0.1100295032
268	0.1100036316
269	0.1099881576
270	0.1099687166
271	0.1099484521
272	0.109930574
273	0.1099126902
274	0.1098971991
275	0.1098835589
276	0.1098677172
277	0.1098469027
278	0.109828568
279	0.1098084547
280	0.1097927983
281	0.1097737046
282	0.1097601959
283	0.109744156
284	0.1097281919
285	0.1097091722
286	0.1096913057
287	0.1096661359
288	0.1096466726
289	0.1096288008
290	0.1096098182
291	0.1095920201
292	0.1095798282
293	0.1095672747
294	0.1095510876
295	0.1095384725
296	0.1095183257
297	0.109505242
298	0.1094941579
299	0.1094824782
300	0.1094624073
301	0.1094554966
302	0.1094493259
303	0.1094349297
304	0.1094252771
305	0.1094136049
306	0.1094000361
307	0.1093852361
308	0.1093694072
309	0.1093576938
310	0.1093376977
311	0.1093278304
312	0.1093135114
313	0.1093036471
314	0.1092917723
315	0.1092837143
316	0.1092714544
317	0.1092602012
318	0.1092476998
319	0.1092365577
320	0.109222965
321	0.1092135328
322	0.1092028993
323	0.109191219
324	0.1091822321
325	0.1091704255
326	0.1091579772
327	0.1091407824
328	0.1091278876
329	0.1091227101
330	0.1091126358
331	0.1091082259
332	0.1090967754
333	0.1090871538
334	0.109079618
335	0.1090731757
336	0.1090613803
337	0.1090526811
338	0.1090434614
339	0.1090378116
340	0.1090320427
341	0.1090208779
342	0.1090096634
343	0.1090021054
344	0.1089941036
345	0.1089867107
346	0.1089801843
347	0.1089676351
348	0.1089619899
349	0.1089502463
350	0.1089390187
351	0.1089318366
352	0.1089232222
353	0.1089176064
354	0.1089073611
355	0.1088964007
356	0.1088891799
357	0.1088749823
358	0.1088697459
359	0.1088610397
360	0.1088550862
361	0.1088453077
362	0.1088391805
363	0.1088327917
364	0.108828919
365	0.1088225571
366	0.1088123952
367	0.1088040096
368	0.1087953673
369	0.1087886599
370	0.1087828808
371	0.1087717938
372	0.1087634463
373	0.1087568586
374	0.1087532557
375	0.1087468034
376	0.1087419307
377	0.108735207
378	0.108729658
379	0.1087212617
380	0.1087151036
381	0.108705695
382	0.1086965157
383	0.1086907769
384	0.1086860317
385	0.1086750151
386	0.1086685159
387	0.1086610003
388	0.1086539414
389	0.1086470783
390	0.1086398707
391	0.1086329974
392	0.1086265531
393	0.1086209556
394	0.1086146544
395	0.1086077319
396	0.1086018482
397	0.1085968398
398	0.1085912137
399	0.1085865952
400	0.1085834118
401	0.1085776262
402	0.1085712166
403	0.108567699
404	0.108559399
405	0.1085534523
406	0.1085475994
407	0.108539894
408	0.1085347584
409	0.1085282066
410	0.1085206526
411	0.1085164623
412	0.108509215
413	0.1085046704
414	0.1085012166
415	0.1084979879
416	0.1084955722
417	0.1084877731
418	0.1084821146
419	0.1084776829
420	0.1084702155
421	0.1084626447
422	0.1084560138
423	0.1084499099
424	0.1084451778
425	0.1084381483
426	0.1084321214
427	0.1084247686
428	0.1084220385
429	0.1084154258
430	0.10840774
431	0.1084012885
432	0.108398199
433	0.1083946989
434	0.1083900735
435	0.108386351
436	0.1083823365
437	0.1083795966
438	0.1083719017
439	0.1083674022
440	0.1083630158
441	0.1083586635
442	0.1083528729
443	0.1083443797
444	0.1083388671
445	0.1083342661
446	0.1083302489
447	0.1083268978
448	0.1083208262
449	0.1083153451
450	0.1083120249
451	0.1083080272
452	0.1083020458
453	0.1082983351
454	0.1082927354
455	0.1082896404
456	0.1082830757
457	0.1082779626
458	0.1082726123
459	0.1082701856
460	0.1082676571
461	0.1082614889
462	0.1082564822
463	0.1082516557
464	0.1082469053
465	0.1082425206
466	0.1082372115
467	0.1082333618
468	0.1082297654
469	0.1082238738
470	0.1082210695
471	0.1082174434
472	0.1082109439
473	0.108205403
474	0.1082004668
475	0.1081946235
476	0.1081923527
477	0.1081888775
478	0.10818423
479	0.1081801148
480	0.1081743217
481	0.1081693251
482	0.1081666364
483	0.1081616168
484	0.108157426
485	0.1081541309
486	0.1081504756
487	0.1081462903
488	0.108141431
489	0.1081383123
490	0.108134836
491	0.1081308047
492	0.1081262361
493	0.1081227216
494	0.1081181606
495	0.108115688
496	0.1081081914
497	0.1081057411
498	0.1081043603
499	0.1081004817
500	0.1080940769
501	0.1080912519
502	0.1080851576
503	0.1080815466
504	0.1080780152
505	0.1080738501
506	0.1080705072
507	0.1080670254
508	0.1080635277
509	0.1080603088
510	0.1080557229
511	0.1080540445
512	0.1080470234
513	0.1080441477
514	0.1080409824
515	0.1080382329
516	0.1080357856
517	0.1080320324
518	0.1080284404
519	0.1080237255
520	0.1080185252
521	0.1080161752
522	0.108011144
523	0.1080067103
524	0.1080005535
525	0.1079986369
526	0.10799652
527	0.1079923227
528	0.1079890124
529	0.1079861367
530	0.1079823649
531	0.1079777483
532	0.1079751669
533	0.1079732735
534	0.1079705324
535	0.1079660491
536	0.1079625392
537	0.1079563356
538	0.1079516591
539	0.1079489212
540	0.1079454524
541	0.1079425476
542	0.1079370887
543	0.1079323087
544	0.1079292246
545	0.1079241045
546	0.1079206648
547	0.1079168287
548	0.1079128277
549	0.1079081157
550	0.1079050517
551	0.1079013782
552	0.1078992682
553	0.1078956041
554	0.1078938045
555	0.10789039
556	0.1078853274
557	0.1078807127
558	0.1078761935
559	0.1078731697
560	0.1078721132
561	0.1078698242
562	0.1078681386
563	0.1078642145
564	0.1078609942
565	0.1078588695
566	0.107854754
567	0.1078507554
568	0.1078483762
569	0.1078454846
570	0.1078384847
571	0.107835251
572	0.10783085
573	0.1078294588
574	0.1078274277
575	0.1078250714
576	0.107822108
577	0.1078195896
578	0.1078156959
579	0.1078113667
580	0.107809439
581	0.1078086096
582	0.1078057645
583	0.1078027946
584	0.1078006471
585	0.1077973935
586	0.1077933819
587	0.1077909556
588	0.1077863624
589	0.1077840671
590	0.107781571
591	0.1077802781
592	0.1077768127
593	0.1077759815
594	0.1077729683
595	0.1077697437
596	0.1077696542
597	0.1077653283
598	0.1077610186
599	0.1077579246
600	0.1077556327
601	0.1077522235
602	0.1077510617
603	0.107748291
604	0.107744519
605	0.107741741
606	0.1077382787
607	0.1077338239
608	0.10773125
609	0.107728103
610	0.107724908
611	0.1077226164
612	0.1077197657
613	0.1077167136
614	0.1077136572
615	0.1077114849
616	0.1077086108
617	0.1077042772
618	0.1077008584
619	0.1076986529
620	0.1076966411
621	0.1076935247
622	0.1076912435
623	0.1076876285
624	0.1076847031
625	0.1076814952
626	0.1076792863
627	0.1076762944
628	0.1076744147
629	0.1076709967
630	0.1076687464
631	0.1076649755
632	0.1076630548
633	0.1076588258
634	0.1076565202
635	0.1076540883
636	0.1076526447
637	0.1076502571
638	0.1076486092
639	0.1076455
640	0.1076437504
641	0.1076416006
642	0.1076376297
643	0.1076346903
644	0.107628849
645	0.1076257814
646	0.1076229501
647	0.107619179
648	0.1076177148
649	0.1076134489
650	0.107611146
651	0.1076077567
652	0.1076044362
653	0.107602632
654	0.1076003604
655	0.1075968932
656	0.1075943839
657	0.1075912544
658	0.1075899192
659	0.1075869793
660	0.1075835728
661	0.1075814311
662	0.1075796301
663	0.1075745915
664	0.1075725156
665	0.1075711496
666	0.1075691723
667	0.1075667399
668	0.107563632
669	0.1075611173
670	0.1075577456
671	0.1075551838
672	0.1075533167
673	0.107552081
674	0.1075501064
675	0.1075439382
676	0.1075415033
677	0.107540481
678	0.1075363671
679	0.1075350225
680	0.1075321555
681	0.1075296247
682	0.107526942
683	0.1075244877
684	0.1075216674
685	0.1075168892
686	0.1075139612
687	0.1075107903
688	0.1075103056
689	0.10750767
690	0.1075023446
691	0.1074983318
692	0.1074950483
693	0.1074948707
694	0.1074936541
695	0.1074921328
696	0.1074890281
697	0.107486358
698	0.1074862871
699	0.1074819462
700	0.1074806542
701	0.1074748792
702	0.1074726762
703	0.1074695903
704	0.1074683942
705	0.1074682524
706	0.1074674271
707	0.1074637102
708	0.1074605297
709	0.1074583399
710	0.1074568561
711	0.1074557265
712	0.1074519252
713	0.1074491789
714	0.1074472091
715	0.1074451915
716	0.107443048
717	0.1074399159
718	0.1074384845
719	0.1074356676
720	0.1074340792
721	0.107432211
722	0.107430205
723	0.1074300938
724	0.1074271183
725	0.107426379
726	0.1074233765
727	0.1074218685
728	0.1074196105
729	0.1074163455
730	0.1074117418
731	0.1074052901
732	0.1074032573
733	0.1073996119
734	0.1073960218
735	0.1073935195
736	0.107389974
737	0.1073875086
738	0.1073874008
739	0.1073834368
740	0.1073811422
741	0.1073779923
742	0.1073746179
743	0.1073739201
744	0.1073717989
745	0.1073688564
746	0.1073652362
747	0.1073618441
748	0.1073608989
749	0.1073560039
750	0.1073502398
751	0.107347983
752	0.1073453831
753	0.1073433973
754	0.1073414521
755	0.1073391279
756	0.1073352312
757	0.10733385
758	0.1073295537
759	0.1073246611
760	0.1073227856
761	0.1073205423
762	0.1073172926
763	0.1073133396
764	0.1073095703
765	0.1073066675
766	0.1073037355
767	0.1072997312
768	0.1072989395
769	0.1072966622
770	0.1072932258
771	0.1072900511
772	0.1072870495
773	0.1072844285
774	0.1072830342
775	0.1072805885
776	0.1072758546
777	0.10727417
778	0.1072725268
779	0.1072707232
780	0.107270303
781	0.1072669024
782	0.1072651132
783	0.107262249
784	0.1072594656
785	0.107257044
786	0.1072543499
787	0.1072524629
788	0.1072487181
789	0.1072468825
790	0.107243604
791	0.1072423731
792	0.1072405796
793	0.1072395205
794	0.1072370575
795	0.1072330909
796	0.1072305582
797	0.1072275013
798	0.1072256483
799	0.107223975
800	0.1072221452
801	0.1072182485
802	0.1072178965
803	0.1072150008
804	0.1072109756
805	0.1072098896
806	0.1072077294
807	0.107206291
808	0.1072030245
809	0.1072023041
810	0.1071983601
811	0.1071969308
812	0.1071958251
813	0.1071942119
814	0.1071919679
815	0.1071908246
816	0.1071890859
817	0.1071872642
818	0.1071868298
819	0.1071854703
820	0.1071813453
821	0.1071794872
822	0.1071755849
823	0.1071731509
824	0.1071712078
825	0.1071672673
826	0.1071646779
827	0.1071625477
828	0.1071592342
829	0.1071545606
830	0.1071540371
831	0.1071509522
832	0.1071503865
833	0.1071490895
834	0.1071457168
835	0.1071438823
836	0.1071393003
837	0.1071354877
838	0.1071325528
839	0.1071282305
840	0.1071252685
841	0.1071234868
842	0.1071218103
843	0.1071185015
844	0.1071149992
845	0.1071117563
846	0.1071084517
847	0.1071059194
848	0.1071016258
849	0.107099925
850	0.1070974821
851	0.1070951552
852	0.1070923668
853	0.1070896739
854	0.1070867437
855	0.1070827031
856	0.107079701
857	0.1070768674
858	0.107074821
859	0.1070729623
860	0.1070717735
861	0.1070675905
862	0.1070649412
863	0.1070628895
864	0.1070605539
865	0.1070572263
866	0.1070556091
867	0.1070521208
868	0.1070514881
869	0.1070478231
870	0.1070451904
871	0.1070432919
872	0.1070389007
873	0.1070369581
874	0.1070346313
875	0.1070311179
876	0.107029669
877	0.1070260614
878	0.1070205777
879	0.1070172049
880	0.1070158964
881	0.1070128789
882	0.1070114815
883	0.107008929
884	0.1070070737
885	0.107005049
886	0.1070020232
887	0.1070006669
888	0.10699969
889	0.1069972705
890	0.1069972021
891	0.10699648
892	0.1069927436
893	0.1069914012
894	0.106989041
895	0.1069873719
896	0.1069853434
897	0.1069832225
898	0.106980615
899	0.1069787362
900	0.1069763363
901	0.1069751672
902	0.1069729002
903	0.106970558
904	0.106968114
905	0.1069651842
906	0.1069630329
907	0.1069608485
908	0.1069564
909	0.1069553332
910	0.1069526471
911	0.1069496471
912	0.1069478609
913	0.1069450528
914	0.1069432808
915	0.1069402673
916	0.1069379647
917	0.1069378595
918	0.1069369429
919	0.1069331689
920	0.1069319217
921	0.106931867
922	0.1069316018
923	0.1069291271
924	0.1069265067
925	0.1069234963
926	0.1069212743
927	0.1069196547
928	0.106916943
929	0.1069153909
930	0.1069142328
931	0.106911259
932	0.1069091677
933	0.1069078826
934	0.1069071062
935	0.1069058339
936	0.1069030016
937	0.1068991863
938	0.1068955646
939	0.1068936465
940	0.1068906112
941	0.1068884628
942	0.1068874299
943	0.1068852491
944	0.1068846835
945	0.1068828201
946	0.106881582
947	0.1068799153
948	0.1068771076
949	0.1068748737
950	0.1068734289
951	0.1068717132
952	0.1068676269
953	0.1068657638
954	0.1068639952
955	0.1068610729
956	0.1068589071
957	0.1068576539
958	0.1068548449
959	0.106851371
960	0.1068504766
961	0.1068489102
962	0.1068467775
963	0.1068453542
964	0.1068435214
965	0.1068412696
966	0.1068386413
967	0.106835265
968	0.1068337372
969	0.1068321462
970	0.1068298269
971	0.1068275719
972	0.1068247232
973	0.1068231659
974	0.1068192927
975	0.1068172358
976	0.1068142868
977	0.1068119227
978	0.106811888
979	0.106811782
980	0.106811594
981	0.1068097265
982	0.106805243
983	0.1067997684
984	0.1067977107
985	0.1067957857
986	0.1067939227
987	0.1067908949
988	0.1067893795
989	0.1067859448
990	0.1067823204
991	0.1067799322
992	0.1067772324
993	0.1067772035
994	0.106777097
995	0.1067744306
996	0.1067722261
997	0.1067701792
998	0.1067657345
999	0.106764828
1000	0.1067616611
1001	0.1067615944
1002	0.1067600703
1003	0.1067574989
1004	0.1067537638
1005	0.1067527108
1006	0.1067514909
1007	0.1067504592
1008	0.1067476727
1009	0.1067456375
1010	0.1067436696
1011	0.1067408779
1012	0.1067395081
1013	0.1067363924
1014	0.1067350433
1015	0.1067340176
1016	0.1067318397
1017	0.1067287937
1018	0.106726278
1019	0.1067231833
1020	0.1067191717
1021	0.1067176642
1022	0.1067138225
1023	0.1067099612
1024	0.106708641
1025	0.1067072184
1026	0.1067039385
1027	0.1067018947
1028	0.106700057
1029	0.1066982466
1030	0.1066956155
1031	0.106692646
1032	0.1066915802
1033	0.1066877879
1034	0.1066844655
1035	0.1066821161
1036	0.1066768643
1037	0.1066757854
1038	0.1066733693
1039	0.1066722913
1040	0.1066700661
1041	0.1066699545
1042	0.1066680762
1043	0.1066651093
1044	0.1066627874
1045	0.1066598257
1046	0.1066590543
1047	0.1066581177
1048	0.1066548419
1049	0.1066512472
1050	0.1066505771
1051	0.1066484316
1052	0.1066471203
1053	0.1066447869
1054	0.1066402127
1055	0.1066385741
1056	0.1066362662
1057	0.1066342299
1058	0.1066307889
1059	0.1066282705
1060	0.1066281671
1061	0.1066247468
1062	0.1066209091
1063	0.1066206561
1064	0.1066170591
1065	0.1066152644
1066	0.1066125761
1067	0.1066097138
1068	0.1066076738
1069	0.1066061039
1070	0.1066022127
1071	0.1065997272
1072	0.1065997087
1073	0.1065983233
1074	0.106596849
1075	0.1065947312
1076	0.106590834
1077	0.1065907746
1078	0.1065866253
1079	0.1065824974
1080	0.1065791332
1081	0.1065768952
1082	0.1065744833
1083	0.106571015
1084	0.1065666697
1085	0.1065659824
1086	0.1065642048
1087	0.1065633202
1088	0.1065631728
1089	0.1065607308
1090	0.1065588006
1091	0.1065572139
1092	0.1065556872
1093	0.1065549389
1094	0.1065541475
1095	0.1065517206
1096	0.106548883
1097	0.1065480132
1098	0.1065462375
1099	0.1065422381
1100	0.1065390375
1101	0.1065369352
1102	0.1065347406
1103	0.1065338397
1104	0.1065327582
1105	0.1065303451
1106	0.1065268782
1107	0.1065243332
1108	0.1065222705
1109	0.1065212577
1110	0.106519675
1111	0.1065182032
1112	0.1065164435
1113	0.1065130518
1114	0.1065118576
1115	0.1065106987
1116	0.1065087134
1117	0.1065065916
1118	0.1065020833
1119	0.1065004945
1120	0.1064996382
1121	0.1064988778
1122	0.1064959975
1123	0.10649405
1124	0.1064902718
1125	0.106486508
1126	0.1064847724
1127	0.1064824943
1128	0.1064808799
1129	0.1064783727
1130	0.1064746257
1131	0.1064724405
1132	0.1064708409
1133	0.1064701369
1134	0.1064689715
1135	0.1064669432
1136	0.106463025
1137	0.1064614528
1138	0.1064585536
1139	0.1064551336
1140	0.106453559
1141	0.1064510203
1142	0.1064501047
1143	0.1064476549
1144	0.1064468467
1145	0.1064440082
1146	0.1064410908
1147	0.1064399457
1148	0.1064386247
1149	0.1064373762
1150	0.106435226
1151	0.1064330645
1152	0.1064324669
1153	0.1064302586
1154	0.1064283895
1155	0.1064283344
1156	0.1064237901
1157	0.1064223798
1158	0.106420046
1159	0.1064192735
1160	0.1064154456
1161	0.1064124957
1162	0.106410732
1163	0.1064107147
1164	0.1064082331
1165	0.106405885
1166	0.1064044213
1167	0.1064014603
1168	0.1063999363
1169	0.1063966186
1170	0.1063942187
1171	0.1063918953
1172	0.1063879919
1173	0.1063862539
1174	0.1063838374
1175	0.1063832225
1176	0.1063807836
1177	0.1063795637
1178	0.1063771913
1179	0.1063751708
1180	0.1063727551
1181	0.1063696658
1182	0.1063694512
1183	0.1063653297
1184	0.106364465
1185	0.1063606048
1186	0.1063605436
1187	0.1063579515
1188	0.1063568291
1189	0.1063548426
1190	0.1063517219
1191	0.1063495755
1192	0.1063459301
1193	0.1063421898
1194	0.1063393839
1195	0.1063379579
1196	0.1063369189
1197	0.1063332418
1198	0.1063297682
1199	0.106327697
1200	0.1063274292
1201	0.1063242274
1202	0.1063238778
1203	0.1063235333
1204	0.1063215679
1205	0.1063178487
1206	0.1063178059
1207	0.1063166652
1208	0.1063144449
1209	0.1063137839
1210	0.1063121004
1211	0.1063101773
1212	0.1063090325
1213	0.1063073445
1214	0.1063052597
1215	0.1063029261
1216	0.1063027995
1217	0.1063013331
1218	0.1062988786
1219	0.1062964193
1220	0.1062956755
1221	0.1062932246
1222	0.1062902342
1223	0.1062877688
1224	0.1062862999
1225	0.1062851682
1226	0.1062835541
1227	0.1062813149
1228	0.1062787957
1229	0.1062761752
1230	0.1062761612
1231	0.1062747173
1232	0.106273328
1233	0.1062681054
1234	0.106264155
1235	0.1062623771
1236	0.1062622113
1237	0.1062590856
1238	0.1062551845
1239	0.1062518082
1240	0.1062469746
1241	0.1062431628
1242	0.1062430634
1243	0.1062430155
1244	0.1062428696
1245	0.1062414458
1246	0.1062388259
1247	0.1062387115
1248	0.106235182
1249	0.1062322882
1250	0.106229817
1251	0.1062270555
1252	0.1062259698
1253	0.1062244449
1254	0.1062223564
1255	0.106220966
1256	0.1062175046
1257	0.1062160021
1258	0.1062146287
1259	0.1062142196
1260	0.106211511
1261	0.1062111214
1262	0.1062094043
1263	0.1062065694
1264	0.106206504
1265	0.1062056594
1266	0.1062043822
1267	0.1062017526
1268	0.1062008804
1269	0.1062007521
1270	0.1061990492
1271	0.1061984775
1272	0.1061974772
1273	0.1061958687
1274	0.1061943743
1275	0.1061942299
1276	0.1061935307
1277	0.1061909944
1278	0.1061896887
1279	0.1061873488
1280	0.1061854111
1281	0.1061820292
1282	0.106180224
1283	0.1061801511
1284	0.1061785329
1285	0.1061776734
1286	0.1061760075
1287	0.1061756546
1288	0.1061724432
1289	0.1061693495
1290	0.1061669845
1291	0.1061644379
1292	0.1061628294
1293	0.1061588016
1294	0.106158399
1295	0.1061583414
1296	0.1061582912
1297	0.1061546831
1298	0.1061536558
1299	0.1061505773
1300	0.106150494
1301	0.1061492991
1302	0.1061481308
1303	0.1061465145
1304	0.1061429925
1305	0.1061396018
1306	0.106137026
1307	0.1061363553
1308	0.1061333574
1309	0.1061320144
1310	0.1061294998
1311	0.1061294544
1312	0.106125964
1313	0.1061254339
1314	0.1061246097
1315	0.1061207709
1316	0.1061189348
1317	0.1061153932
1318	0.1061137765
1319	0.106112099
1320	0.1061120411
1321	0.1061079477
1322	0.1061077342
1323	0.1061058157
1324	0.1061017275
1325	0.1060993306
1326	0.1060991127
1327	0.1060970033
1328	0.1060954587
1329	0.1060930938
1330	0.1060907115
1331	0.106088262
1332	0.1060862175
1333	0.1060860877
1334	0.1060830474
1335	0.1060829463
1336	0.1060811122
1337	0.1060804289
1338	0.1060803003
1339	0.1060779751
1340	0.1060761235
1341	0.1060759933
1342	0.1060735116
1343	0.1060732089
1344	0.1060714504
1345	0.1060694327
1346	0.1060667291
1347	0.1060663606
1348	0.1060605646
1349	0.10605944
1350	0.1060591781
1351	0.1060590376
1352	0.1060573038
1353	0.1060563616
1354	0.1060548095
1355	0.1060534036
1356	0.1060513589
1357	0.1060487324
1358	0.1060481927
1359	0.1060459162
1360	0.1060438807
1361	0.1060433352
1362	0.1060415683
1363	0.1060411066
1364	0.1060381129
1365	0.1060379165
1366	0.1060378598
1367	0.1060346768
1368	0.1060314105
1369	0.1060277946
1370	0.1060277097
1371	0.1060246431
1372	0.1060231478
1373	0.1060230947
1374	0.1060216258
1375	0.1060188797
1376	0.1060161835
1377	0.1060143268
1378	0.1060112793
1379	0.106007998
1380	0.1060059425
1381	0.1060036189
1382	0.1060035763
1383	0.1060024981
1384	0.1060024376
1385	0.1060016189
1386	0.1059998036
1387	0.1059992995
1388	0.1059990636
1389	0.1059988795
1390	0.1059965383
1391	0.1059913356
1392	0.1059898516
1393	0.1059878409
1394	0.1059862879
1395	0.105982516
1396	0.105978787
1397	0.1059747996
1398	0.1059739065
1399	0.1059721633
1400	0.1059721023
1401	0.1059696506
1402	0.10596881
1403	0.1059687696
1404	0.1059686296
1405	0.1059668254
1406	0.1059665098
1407	0.1059663334
1408	0.1059638041
1409	0.1059628699
1410	0.1059595914
1411	0.105957471
1412	0.1059574299
1413	0.1059563697
1414	0.1059547385
1415	0.1059545405
1416	0.1059525899
1417	0.105951266
1418	0.1059505156
1419	0.1059498512
1420	0.105947529
1421	0.1059457976
1422	0.1059441199
1423	0.1059407858
1424	0.1059404505
1425	0.1059381005
1426	0.1059362623
1427	0.1059343101
1428	0.1059327836
1429	0.1059301577
1430	0.1059286254
1431	0.1059265335
1432	0.1059262526
1433	0.1059257517
1434	0.1059226364
1435	0.1059208239
1436	0.1059192437
1437	0.1059167188
1438	0.1059150758
1439	0.1059126069
1440	0.105912511
1441	0.1059105331
1442	0.1059080206
1443	0.105906087
1444	0.1059044034
1445	0.1059032647
1446	0.1059028913
1447	0.1059025505
1448	0.1059013419
1449	0.1058988516
1450	0.105896978
1451	0.1058948885
1452	0.1058928398
1453	0.1058918553
1454	0.1058896593
1455	0.1058874442
1456	0.1058852703
1457	0.1058829796
1458	0.1058829244
1459	0.1058808088
1460	0.1058792172
1461	0.1058760785
1462	0.1058758677
1463	0.1058749583
1464	0.1058740239
1465	0.1058739847
1466	0.1058724341
1467	0.105871055
1468	0.1058709672
1469	0.1058707579
1470	0.1058692462
1471	0.1058680612
1472	0.1058680221
1473	0.1058664846
1474	0.1058642137
1475	0.1058625399
1476	0.1058608956
1477	0.1058585529
1478	0.1058582504
1479	0.10585776
1480	0.1058552807
1481	0.1058552422
1482	0.1058529949
1483	0.105851355
1484	0.1058491753
1485	0.1058485175
1486	0.1058466765
1487	0.1058434944
1488	0.1058433672
1489	0.1058426162
1490	0.1058405404
1491	0.1058396348
1492	0.1058390444
1493	0.1058357258
1494	0.1058353918
1495	0.1058331494
1496	0.10583221
1497	0.1058306295
1498	0.1058287859
1499	0.1058280368
1500	0.1058277474
1501	0.1058254409
1502	0.1058241561
1503	0.1058209013
1504	0.1058195616
1505	0.1058190344
1506	0.1058172245
1507	0.1058162744
1508	0.1058142127
1509	0.1058125999
1510	0.1058112152
1511	0.105809413
1512	0.1058072184
1513	0.1058058587
